id;name
4057;Gianluca Vacca
2321;Dan Ruimy MP
4794;Dayne Walling
3173;Marc Tanguay
4103;Carlos Coelho
3678;Marco Affronte
3620;Michael Vietz
1695;Representative Ryan Fecteau
3645;Derek Thomas
3278;Daniel Constantin
1891;Simone Baldelli
3447;Kamal Thapa
2864;Guillermo Durand Cornejo
1938;Neven Mimica
4951;Luciana Santos
2789;Philippe Loiseau
3807;Vilma Moronese Cittadina Senatrice M5S
4668;Thomas Gehring
3934;Lars Chr. Lilleholt
5143;Thyra Frank
3341;Lelo Coimbra
5655;Ing. Enrique Cárdenas del Avellano
1681;Rob Wittman
5563;Fábio Faria
3888;Kevin McCarthy
678;Tammam Salam
1735;Pat Boyd
3585;Ulrike Trebesius, MEP
3349;Bill Cassidy
1772;Ramón Espinar
3681;Kesineni Nani
1579;Dorota Rutkowska - Poseł Platformy Obywatelskiej
108;Jenny Mikakos MP
3852;Nicola Beer
2525;Edgar Melhem Salinas
2133;חיים כץ - שר העבודה והרווחה
4671;Marco Cappato
1588;Dave Turcotte
5647;Artur Gierada
2981;Tulsi Gabbard
3680;Rainer Wieland
1055;Sam Singh
5621;Natalie Suleyman MP
5127;Jesper Petersen
3966;Detlef Wimmer
2930;Suzanne Orr
743;Jason Nixon
4025;Alexandre Serfiotis
5453;Jean Habel - Député de Sainte-Rose
5440;Battulga Khaltmaa
5571;Ivana Maletić
4594;吳思瑤
4206;Åsa Regnér
4893;José Manuel Fernandes
502;Sénateur Claude Carignan, C. P.
5807;Lisa Madigan
1637;Ricardo Anaya Cortés
1171;Inácio Arruda
4672;Aldo Rebelo
2264;PMO Bhutan
4376;Jan Tore Sanner
4126;Gudrun Zollner, MdB a.D.
883;Rocío Giaccone
3870;Ed Vaizey
5159;Werner Widuckel
3506;Steven Ciobo MP
4599;Ulrike Müller, MdEP
4768;Vicki Howard
725;Eduardo Paes
4633;Brian Sandoval
3948;David Mehan MP
4662;Julio Zamora
1240;Guto Bebb
754;Jarosław W. Lasecki
339;Representative Lucy Torres-Gomez
2782;Sherrod Brown
4706;Izabela Katarzyna Mrzygłocka - poseł na Sejm RP
2769;Amir Lando
2992;Bruce Hyer
2573;Jean Wyllys
4758;Omar Navarro
4772;Paulina Ayala
4240;Niko Grünfeld
368;Marcus Jones
1312;Mauro Del Barba
1694;Kamila Gasiuk-Pihowicz
3084;Fernando Chiu-hung Cheung 張超雄
4097;Randolfe Rodrigues
3120;MUDr.  Rom Kostřica, prof.
4071;Alupa Clarke
4506;許毓仁
5337;Emilio Basavilbaso
1232;Jan Grabiec
5080;Elaine Smith MSP
1821;Poseł RP Paweł Arndt
1990;Klaus Maier
1032;Maritza Martínez Aristizábal
4402;Lise Bech - Dansk Folkeparti
2149;Ole Schröder
826;Danny Alexander
1051;Wayne Easter
376;Ruedi Noser
1179;Alain Cadec
3754;Jiří Pospíšil
545;José Manuel De la Sota
1185;Terry Duguid
1442;Rachel Norton
3569;Rebecca Harms
3061;Нафтали Беннет
1731;Katja Kipping
881;Abubakar Bukola Saraki
3883;Jess Pugh for Mount Ommaney
5775;Mary Ng
4520;Nuk Korako MP
3694;Emma Husar MP
411;Marc Joulaud
4648;Catherine West MP
2111;Michel Picard
5222;Hannah David
2933;Tony Perrett
4030;Tasso Jereissati
4073;Nicola Di Iorio Ad. E.
1099;Hans Herold, MdL
4435;Emily Hamilton MLA
2569;Steven Miles MP
5533;Andrew Cripps MP
4368;Mauricio Palito Davico
3967;Sybrand Buma
2110;SS Ahluwalia
5551;Diana Gutjahr
1600;Sanjay Tandon
5231;Johnny For Plymouth
2702;Marlene Kairouz MP
5758;Michael Pettersson MLA
2183;Francis Drouin
4264;Ibrahim Baylan
4596;Νίκος Ανδρουλάκης
1210;Kordula Kovac
3339;Kyle Peterson
475;Liew Chin Tong
709;Bruno Covas
332;Camau Espínola
4789;Matthew Guy
4277;Annemie Turtelboom
697;Eunício Oliveira
2224;Sara Moretto
1274;Harald Walser
5412;Marco Rubio
5850;Mo Brooks
3180;Carol Hughes
5405;Fred Upton
89;Claudio Cominardi
3287;Anthony Dufrane
381;Søren Gade
3642;김종대 국회의원
3984;Javier Maroto
5360;Vince Cable
5291;Antonio Imbassahy
79;Jochen Ott
5880;Daniel Köbler
1326;Dr James Davies
1962;Ulrich Schneider
1064;Meenakshi Lekhi
2306;Joachim B. Olsen
2442;Lim Swee Say
5468;Linda Duncan
2552;Senator Dave Koehler
494;יצחק (בוז'י) הרצוג - Isaac Herzog
2431;S.M. Jakir Hossain
3464;Jacky Rosen for Nevada
3308;Senator Doug Black
4696;P.K. Abdu Rabb
5609;Pancho Domínguez
2043;Michael Hofmann MdL
3591;André de Paula
5106;David Christopherson
2631;Kathrin Vogler
1658;Chris Fearne
4540;Laerte Bessa
5025;Karen Buck
2292;Julie Anne Genter MP
344;Pierfrancesco Majorino
1291;Enrique Alfaro Ramírez
1007;Hubert Aiwanger Freie Wähler Bundesvorsitzender
862;Mark Kirk
2988;Rita Hagl-Kehl, MdB
380;Daniela Holzinger-Vogtenhuber
2994;Laura Sandys
4442;Simona Bonafè
4760;Fernando Filho
4542;Chungsen (CS) Leung
4262;蘇治芬
3582;Wolfgang Drexler
4115;Sylvain Pagé
1930;Prof. Dr. Wolfgang Reinhart
24;Marie-Pierre De la Gontrie
2063;David Cunliffe
5148;Margarete Bause
1592;Battal İlgezdi
4920;Jacques Gourde
2357;Prof.Dr.Joachim Schulze Görlitz
5665;Leo de Brito
4545;deputado federal Rodrigo de Castro
3114;Dr. André Hahn
1249;Dan Albas
1647;Deniz Kurku - SPD
3987;Damien ABAD
1967;Jessica Tan Soon Neo
4461;Valdivino de Oliveira
2428;School Director Shae Ashe
4811;陳歐珀
3707;Bridget Phillipson
375;Scott McConnell MLA: Member for Stuart
194;Átila Lira
420;Martin Foley MP
1077;Senator Kimberley Kitching
5212;Ralf Stegner
1888;Elmar Nascimento
4250;John Glen MP
2213;Jean-Jacques Urvoas
2059;Michael Roth
509;Jeff Brandes
4836;Christian Rabjerg Madsen
3662;Prasad Panda
2232;Ulrike Gote
547;Melanie Huml
640;Max Schirmer
3724;د.مصطفى الكبيسي
5491;Eduardo Campos
5198;Cirilo Tirado
910;Marko Liias
2802;Felipe Michlig
73;Melanie Bernstein
1305;Dr. Götz Frömming, MdB
310;Bruno Araújo
1087;Chris Bittle M.P.
5005;Layla Moran
3530;David Anderson, Cypress Hills - Grasslands
1978;Maureen Pugh MP
103;葉宜津
1527;Terry Healy MLA
644;台灣阿童─童仲彥
5126;Lone Loklindt
5755;Lorna Johnson
2487;Fábio Marcondes
3631;Iván Duque
2323;محمد الغبان
1213;Véronique Hivon
1974;Óscar Iván Zuluaga Oficial
648;Patricia Bullrich
1295;David Evennett MP
634;Martha Tagle
3775;Artur Dunin - Biuro Poselskie
329;André Villeneuve
4867;Kathy Webb, Little Rock City Director, Ward 3
2578;MEP Justina Vitkauskaitė Bernard
280;Emmanuelle Cosse
1602;Peter Schiefke
3315;Julia Banks MP
1012;Steven Blaney
2854;Miroslav Kalousek
616;Richard Arkless for Dumfries & Galloway
4843;Miroslava Němcová
4028;Edgar Chagwa Lungu
355;Sebastian Hartmann - SPD
293;Roberto Góes
810;Pierre Moreau
4266;Luise Amtsberg
2327;Astrid Krag
1965;Malcolm Turnbull
5492;Stephan Albani
3839;Ion ȘTEFAN
2179;Michael Gove
241;Thomas Kastrup-Larsen
2894;Kai Gehring
4120;Marc Garneau
3606;Nicole Maisch
4906;Deputado Federal Alexandre Leite
4232;Jörg Leichtfried
2541;Rubens Pereira Jr
2984;Susana Corella
1483;Frank Baylis
5264;Michael Chong
4129;Stefan Rouenhoff
2056;Clemente Castañeda
831;Andrew Atkinson
2722;Ivonne Álvarez
908;Mims Davies
5679;Iain Lees-Galloway MP
2725;Thomas Bareiß
4881;Costa Constantinides
899;Shaun Leane MP
805;Jan Steffen
672;Alessandro Molon
5117;Florian Ritter
271;Francois André, Député d'Ille-et-Vilaine
1833;Tenente Lúcio
2908;Francisco Cabrera
2280;משה כחלון
2215;Chris Webb
5333;Dr. Helge Braun
4226;Henrique Capriles Radonski
4761;Mark Dreyfus
1081;Chris Christie
1726;Shahnawaz Hussain - शाहनवाज हुसैन
426;Mathias Cormann
4663;Hans Michelbach
668;Nathan Barrett - Community Solutions
3023;Garnett Genuis
2773;Carolina Monroy
1852;Tabib Michael Farrugia
169;Joel Fitzgibbon MP
3716;Congressman John Kline
3073;Eric Swalwell
3753;Janelle Saffin
2683;Catherine Bearder MEP
5654;Joe Sweeney
337;Delegate Ariana Kelly
3458;Ken McDonald
770;Ayman Odeh - أيمن عودة
5356;Diane Bellemare
5074;王金平
2924;Teresa Surita
541;Larry Maguire
5446;Martin Pakula
3799;Bernd Althusmann
626;Shashi Tharoor
3364;Isabella Lövin
176;Dr. Michael von Abercron
4188;Edmonde Supplice Beauzile
3136;Lisa O'Malley MLA
3828;Ruth Dyson
1369;Tom Udall
5839;Paulo Pontes
2845;Amanda Solloway
594;Karl McCartney
4964;Diego Andrade
5431;Senator Sarah Hanson-Young
830;Scott Peters
4147;Gian Mario Spacca
5793;Cllr Karen Furlong
2334;Jackie Trad
3292;Uwe Kirschstein
3462;James Aaron Ellul
10;Damien Moore MP
2463;Brando Benifei
5043;Jean-Marie Le Guen
178;Scott Brison
999;Senator Jane Hume
718;Andrés González Díaz
4988;Romina Plonsker
3845;Carlos Paparoni
113;Dagmar Ziegler MdB
4048;Christine Antorini
662;Mary Mitchell O'Connor TD
4078;Reinhold Lopatka
538;Kirsty Blackman MP
4606;劉世芳-高雄芳城市
2630;Mamata Banerjee
1535;Damián Zepeda Vidales
520;Katherine Clark
4798;Lucia Borgonzoni
4995;Dr. Klaus-Peter Schulze
4474;Nathaniel Erskine-Smith
192;Betinho Gomes
4756;Ingo Schäfer - SPD
1485;Mette Frederiksen
2533;Deputado Roberto Alves
4203;Vassilis Kikilias
2091;楊麗環
1334;丁守中粉絲團
2903;Magda Mofatto
5109;Yvonne Gebauer
5444;Senator Victor Oh
5343;Manuel Valls
1238;Ian Kaye
2759;Shayne Neumann MP
612;Giuseppe Castiglione
3851;Senator David Leyonhjelm
4660;Dagmar Schmidt
2039;Morten Østergaard
5566;Jennifer Kanis
3243;Omid Nouripour
4362;Daniel Wesener
5888;Gary Anandasangaree
4380;George Osborne
3153;Jarosław Sellin - oficjalna strona
3597;Peter Ramsauer
1373;Brian Mitchell Federal MP for Lyons
1461;Ana Rita Esgario
3552;Mehreen Faruqi
4722;Bernd Lucke
2117;Tom Behnke
963;Patrick McHenry
3353;Mattias Tesfaye
1036;Josh Shapiro
5787;姚文智翻台北
2743;Mark Anthony Sammut
4992;Richard Wynne MP
4643;Sabine Bätzing-Lichtenthäler
3046;Lindomar Garçon
3561;Claudia Schmidt
757;Steve Dickson
2762;Liliam Sá
1608;Deputada Jozi Araújo
4196;Μαρία Σπυράκη
1948;Ingo Gädechens Fanpage
2593;Patrick Dahlemann
4352;Salma Zahid
2685;Roberto Albores Gleason
5594;Politiker Claus Kvist Hansen
1504;Rodrigo Garcia
4731;Anja Schillhaneck
5526;Devendra Fadnavis
2330;Blaine Calkins
1525;Rainer Matheisen MdL
5057;Peter Watson MLA
5532;Hilda Flores Escalera
679;Dr. Gesine Lötzsch
580;David de Burgh Graham
5711;Alan Farrell TD
1876;Marita Ulvskog
3664;Don MacIntyre
5700;Jürgen Banzer MdL
4299;Ranil Jayawardena MP
551;吳益政－理想城市高雄市
1572;Carlos Castellano
2874;Lorraine Richard
4209;Lindsey Graham
5569;尤美女立委
4575;Nana Addo Dankwa Akufo-Addo
1802;Wong Shu Qi（黃書琪）
900;Senator Eric Lesser
5779;Danielle Green MP - Member for Yan Yean
4490;Arnold Chan
1371;Iris Gleicke
2282;Daniela Sbrollini
5574;Steve Dimopoulos MP for Oakleigh
2211;Angela Eagle
2946;Deborah Russell, Labour MP for New Lynn
5539;Stephen Cowan
3622;Mark Ryan MP
4644;Luke Messer
204;Kateřina Valachová
5602;Ertuğrul Kürkçü
4363;Jean Glavany
3666;Ellen Rosenblum
1728;Lea Wermelin
1472;Iris Eberl
96;Kemal Kılıçdaroğlu
4574;Federico Gutiérrez Zuluaga
837;Manuela Schwesig
4447;Gilberto Kassab
1208;Leonardo Monteiro
1416;Bogdan Zdrojewski
68;Alessandro Zan
1060;Javier Corral
2785;Jarosław Gowin
1787;Hans-Josef Bracht
3204;René Schneider
532;Ministerpräsident Michael Kretschmer
876;Nikki Boyd MP
2684;Chris Ballard MPP
236;Henry McMaster
673;Michael Mantha Algoma-Manitoulin
736;Penny Sharpe MLC
1738;Sophie Wilmès
1995;Andrew Southcott MP
2200;Arturo Núñez Jiménez
1556;Josephine Fock
1515;Andre
5365;Gyurcsány Ferenc
1709;Dr. Ilja-Kristin Seewald
140;Justine Elliot MP
5256;Jonathan Djanogly
1050;Jessica Stojkovski MLA
5652;Jonas Gahr Støre
1250;Roma Britnell MP
385;Greg Fergus
5124;Steffen-Claudio Lemme
4333;Robert Clark MP
5144;Ylva Johansson
2654;Søren Espersen
589;Vitor Valim
3539;Fritz Felgentreu
290;Емил Димитриев
3199;Jan-Christoph Oetjen
4631;Felipe Peixoto
967;Michele Bachmann
291;Janine Freeman
1976;Danny Pearson MP for Essendon
5895;Marietje In Europa
3252;Christian Oxonitsch
144;Goodluck Jonathan
2869;Dr. Georg Kippels MdB
2662;Atifete Jahjaga
4618;Tevfik Özkan
2778;André Abdon
5364;Judith Sargentini
5452;Harald Vilimsky
4647;Dr Liam Fox
1580;Julio Cobos
1849;Andrew Leigh MP
4961;Borys Budka
5876;John Sarbanes
1715;Klaus Markussen
4080;Julia Verlinden
977;Devanir Ribeiro
4420;Gernot Blümel
4136;Krzysztof Jurgiel
5379;Margot James
1663;Christelle Morançais
101;Manuel Hagel
959;Bent Høie
448;Fernando Sánchez
3331;Frank Henkel
3949;Scott Walker
1786;Jonathan Bartley
814;Gültan Kışanak
3340;Karl-Georg Wellmann
1492;Katharina Gebauer
3036;Elizabeth May
4556;Ian Blackford MP
183;אילן גילאון
1466;Robin Scott
1595;Arno Klare MdB
3723;Wim Van de Camp
2516;Magdalena Andersson
667;Nick Serianni - Libertarian
3798;Marcio Lacerda
4150;Dr. Karl A. Lamers
4446;Martin Neumeyer
4367;Scott Wiener
2293;Jean Rousselle - Député de Vimont
4587;Giulia Di Vita
3566;Ben Morton
455;Martin Brandl MdL
429;Jan Novák
5090;Marwan Tabbara, Member of Parliament
4341;Ismail Ertug
4583;Martin Dixon MP
4501;Katy Gallagher
3187;鄭正鈐
4691;Michaela Šojdrová
5658;Alfredo Nascimento
3962;Leslie Williams
221;Karin Binder, MdB
5445;Raimonds Vējonis
213;Ernesto Cordero
2856;Senator Mobina Jaffer
2566;Tarun chugh
4148;Anthony G. Brown
2219;Dr. Dieter-Lebrecht Koch, MdEP
3067;Caroline Simard
1518;Giuseppe Brescia
2996;Jean-Yves Duclos
1993;Margarita Stolbizer
2193;Councilwoman Jessica P. Abbott
481;Nicole Ameline
2814;Lou Gentile for Ohio
5886;Kymberly Marcos Pine
2389;Parm Gill
5442;Falko Liecke
147;Marie-Claude Bibeau
1999;Simon Nowack
489;Dietmar Panske
2115;Vydas Gedvilas
4534;Nick Herbert
5411;Gerben-Jan Gerbrandy
5389;Chris Matheson - Chester MP
2781;Bohuslav Svoboda
5093;Michelle Rowland MP
642;登真-邱議瑩
5531;Josue Sanchez
5157;Monika Hohlmeier
4747;Ruby Sahota
4933;Christi Craddick
4982;Beate Meinl-Reisinger
1324;Justin Trudeau
1827;Yves Jégo
4999;Jan O'Sullivan
5179;Corri Wilson SNP
1169;James Heappey
5362;立法委員鄭汝芬
5378;Inese Vaidere
3771;Chris Law MP
3369;Lizzie Blandthorn
3080;Ken O'Dowd MP
4297;Daniel Ávila Ruiz
1331;Niki Ashton
4802;דב חנין Dov Khenin
4155;Jenny Aitchison MP
3058;Henning Höne
3088;Katja Leikert
1117;Mark Smith
1651;Alexander Brockmeier
4859;Mirosława Nykiel Posłanka na Sejm RP
4989;Edith Sitzmann
1080;Hon. Deepak Obhrai PC, MP
3518;Alina Gorghiu
2009;Roderich Kiesewetter
5217;Paulo Souto
3007;Jens Zimmermann
5385;Alison Thewliss - MP for Glasgow Central
3161;Cecilia Lonning-Skovgaard
2041;Wilhelm Priesmeier
3337;Bernard Durkan TD
5780;Michael Boddenberg
3034;Dawid Kostempski
2523;Dietmar Brockes
1648;Steven Fletcher
2597;許智峯
5366;賴清德
252;Clyde Williams
2363;Darrell Samson
4681;Nick Xenophon
5071;Sherry Romanado, députée/MP
2585;Sharon Knight
4353;Ruy Carneiro
2414;Ram Sharan Mahat
2668;Piotr Gruszczyński - Senator RP
1867;José R. Nadal Power
1907;Greg Abbott
4011;Sabine Dittmar, MdB
5403;Anna Finocchiaro
995;Jadranka Joksimovic
2244;Sayeeda Warsi
5374;Simon Marcil - Député de Mirabel
2907;Fernando Reina Iglesias
3780;Lena Arnoldt - Ihre Landtagsabgeordnete
5615;Lisa Raitt
4177;Eva Kjer Hansen
3763;Rasmus Horn Langhoff
1271;Rita Schwarzelühr-Sutter
5743;Manfred Ländner
396;Luc Blanchette
3372;Joan Pease MP
5898;Kurt Wiegel MdL
3172;Jorge Taiana
48;Kevin Michel MLA
2121;Marisol Touraine
3830;Karen Vecchio, Member of Parliament
4642;Mark Robinson MP
3005;Anil Sharma
43;Vilson Covatti
3795;Isabelle Attard
186;Martín Insaurralde
207;Mike Nahan
212;Figen Yüksekdağ
4350;Robert Pittenger
4932;Don Rusnak Member of Parliament
153;Murray Rankin
4550;Gessica Rostellato - Deputata alla Camera
2572;Uli Grötsch
4900;Richard Colbeck
5174;Rebega Laurentiu
5408;Jeff Dial Arizona State Representative LD 18
242;State Representative Toni Rose - Texas
3808;James Dornan MSP
3098;Ângela Portela
464;Thomas Strobl
191;Loïc Hervé
4131;Geraldo Simões
1790;Guadalupe Tagliaferri
5028;Rep. Ruben Gallego
4443;Lisa Baker MLA
2140;Mesterházy Attila
1275;Amauri Teixeira
5083;Arnold Hansen
2139;Uwe Feiler
1954;Nicholas Sarwark
5;Eliziane Gama
3406;Sukhbir Singh Badal
4883;Sarah Henderson MP
3846;Leonardo Picciani
5479;Kevin Andrews
2319;Dr. Legény Zsolt
2394;Brad Butt
4569;Claude  Goasguen
2567;Brian Tee
5687;Ramiro Ramos Salinas
608;Mike Mohring
923;Linda Voortman
2002;Sergio Uñac
1632;Anna Burke
4053;Νικήτας Κακλαμάνης - Nikitas Kaklamanis
4010;Markus Paschke
1028;Eric Ciotti
3970;Oliver Kehrl
542;Sylvia Stierstorfer
2929;Christoph Strässer
5762;Cristiane Brasil
3668;Bruna Furlan Deputada Federal
1944;Senator Jordon Steele-John
4677;أحمد معيتيق
4980;Torsten Gejl
3667;Gleisi Hoffmann
4066;Robert Jenrick
5162;Willy Demeyer
5581;Congressman André Carson
2766;Julio Guzmán
2286;David Michael
3641;Dr. Stefan Heck
5846;Alun Cairns
1092;Christina Kampmann
2661;Howard Dean
565;Esteban Bullrich
2671;Dietrich Monstadt
3513;Mario Michele Giarrusso Cittadino a 5 Stelle
3876;Vicentinho Junior
4090;Ulrich Hampel
1165;Andy Becht
633;Tomasz Siemoniak
460;Daniel Born MdL
3493;Scott Sanford
3063;Debbie Wasserman Schultz
3769;Jerry Nadler
3232;Mehmet Tahmazoğlu
4055;Alpha Condé Président
3456;Gerhard Waschler
2126;堅持．張廖萬堅
3710;Rt. Hon. Tobias Ellwood MP
3863;Ken Macintosh MSP
4601;Robert Goguen
173;Jürgen Coße
2969;Michel Boudrias
3501;Deputado Miriquinho Batista
2909;Svatopluk Němeček
382;Zbyněk Stanjura
5900;Pierre Poilievre
2530;Linda Hofstad Helleland
1890;Judith Collins
2940;Jason Azzopardi
4801;Roger Cook
968;Antje Tillmann
3670;Izaskun Bilbao Barandica
698;Julie Collins MP
4730;James Gaffney - Green Party, Limerick City
2561;Alex Rowley MSP
4176;Nelson Pelegrino
5110;Pierre Arcand
3916;Rüdiger Weiß
2356;Javier Abreu
603;Stefan Schwartze
4117;Dieudonne Luma Etienne
3373;Markus Wallner
5417;Dr. Robert Kitchen, MP
5896;Bernhard Schulte-Drüggelte
5701;Caren Marks
496;Jean-Louis Costes
4816;Rosa DeLauro
1739;Birgitta Ohlsson
3407;Satish Upadhyay
1893;Jean-Luc Bleunven
1402;Anne Sander
4839;Charles Mok 莫乃光
4521;Anja König
1610;Ketil Solvik-Olsen
296;Nagy József
582;Ivo Belet
732;Dr. Ashwath Narayan
2171;Harriet Shing MP
2166;Gudie Hutchings
3849;Andrew Constance MP
2910;Emilio Monzó
287;Oliver Dowden
131;Sergio Casas
5406;Brad Cromes
4058;Martha Hilda González Calderón
2374;Mustafa Balbay
832;Muna Duzdar
111;Ryszard Wilczyński
5176;Gernot Erler
5299;Karl Öllinger
1660;Gesine Meißner
2990;Elmano Férrer
4787;Νίκος Δένδιας
5142;Miguel Barbosa Huerta
1591;Dr. Saskia Ludwig
2564;Councilman Eric T. Costello
5330;André Corrêa
5509;David Mundell MP
2492;Christian R.M. Lucks
3653;Kit Malthouse
1136;Nitin Gadkari
3779;Gareth Ward
309;Martin Dörmann
3178;Jutta Krellmann
3050;Ikotity István
864;Guillermo Medrano
479;Natalie Hutchins MP
1807;Brendan O'Hara MP for Argyll & Bute
3057;Leona Aglukkaq
562;Cr Robert Davies - Mulgrave
2205;Sonia Hornery MP
2065;Alan Wilson
4328;Florian Hahn
1069;Onyx Lorenzoni
431;Michael Gunner
2190;Seán Sherlock TD
782;Steve Brine MP
3991;Mariana Carvalho
3103;Anifah Aman
4844;Hans-Peter Storz
55;Chad Griffith - Lake Macquarie
874;Yingluck Shinawatra
2935;袁海文 Ramon YUEN
4782;Allende
5031;Bob Goodlatte
2441;Christian Estrosi
3890;Akinwunmi Ambode
1619;Mark Harper
75;Mary Norwood
63;Philippe Noguès, une voix de gauche
4895;Graciela Saldaña
3488;Enza Blundo
1900;Rogerio Castro Vázquez
5058;Shah Mehmood Qureshi
3097;微笑香蕉-黃香菽
3817;Wade Noonan MP
2488;Natalie Pawlik
563;Amir Khadir
187;Cristina Cifuentes
4038;Bürgermeister Klaus Luger
4180;Barbara Hendricks
3121;Matt Keogh
3573;Christian Haase
1702;Ngaree Ah Kit: Member for Karama
4823;Tobias Volz
1939;林靜儀 醫師.立法委員
1578;Leeanne Enoch MP
4308;Adrián Pérez
5283;Mark Reckless
5373;Dr. Szakács László
1053;Dagmar Freitag, Mitglied des Deutschen Bundestages
1270;Daniela Schmitt
617;Matthias Hauer
1362;Jürgen Preuß
5177;Valentin Abel
2105;Jan Philipp Albrecht
4098;DELI Andor
5640;Flavio Tosi
3489;Mark Butler MP
4043;Hugo Leal
3636;Petr Fiala
5493;Зандаахүү Энхболд Zandaakhuu Enkhbold
5266;Jamie Parker MP
3502;Jagmeet Singh
749;Zeca Dirceu
3151;曾柏瑜
1288;Thomas Rachel
461;James Kelly MSP
1820;Tony Pua
357;John Kasich
1969;Gürsel Tekin
3255;Dr Rosena Allin-Khan
785;Mian Shehbaz Sharif
3696;Michael McCormack MP
2625;Janette Walker
3408;Simón Gaviria Muñoz
5717;Walney Rocha
2978;Hermann-Josef Tebroke
3918;Traian Băsescu
4526;Delegate John Bell
2090;Ong Teng Koon
2468;Derek Fildebrandt
1880;Vernon Pérez Rubio Artee
4738;Deputado Lancaster
1667;Will Quince MP
1605;Dr. Jan-Marco Luczak MdB
4311;Roberto Freire
1533;Angela Freimuth MdL
3570;JHC
3431;Julio César Martinez
3740;Gero Storjohann, MdB
711;Angelika Mlinar
1722;Marek Plura
557;Alan Abela-Wadge
1042;Marco Scibona Cittadino in Senato
1734;Dan Patrick
2837;מירב בן ארי - Merav Ben Ari
4455;Matteo Dall'Osso
3644;John-Paul Langbroek
5627;Kiss László
2954;Friends of BN - Barisan Nasional
5513;Sylvia Lim
5070;Fulvio Martusciello
3143;Kailash Vijayvargiya
4814;Deputada Íris de Araújo
2300;Zoran Milanović
5196;Rejane Dias
4208;Casildo Maldaner
1531;Hamish Walker MP for Clutha-Southland
1457;Bill Frick
4943;Chris Hayes MP
2603;David Parker
1699;Andrew Little
940;Johann Wadephul
4051;Martin Horwood
3761;Sven Schulze
5208;Capitão Augusto - Deputado Federal
2589;Luiz Fernando Pezão
3094;Kelly O'Dwyer
3758;Pedro Uczai
2763;Mireille Jean
1469;יעל גרמן - Yael German
2097;Burkard Dregger
5339;Jason Chaffetz
1899;Klaus Holetschek
1260;Wellington Fagundes
2145;Alejandro Finocchiaro
165;Rachael Harder, MP
555;Khairy Jamaluddin
